Data_Status,MSN,StateCode,Year,Data
2024F,TEACB,AK,1960,27139
2024F,TEACB,AK,1961,31895
2024F,TEACB,AK,1962,34182
2024F,TEACB,AK,1963,32387
2024F,TEACB,AK,1964,32246
2024F,TEACB,AK,1965,34379
2024F,TEACB,AK,1966,36233
2024F,TEACB,AK,1967,43862
2024F,TEACB,AK,1968,47177
2024F,TEACB,AK,1969,56517
2024F,TEACB,AK,1970,76386
2024F,TEACB,AK,1971,85018
2024F,TEACB,AK,1972,83425
2024F,TEACB,AK,1973,71354
2024F,TEACB,AK,1974,76803
2024F,TEACB,AK,1975,79665
2024F,TEACB,AK,1976,89123
2024F,TEACB,AK,1977,94045
2024F,TEACB,AK,1978,97936
2024F,TEACB,AK,1979,85842
2024F,TEACB,AK,1980,89804
2024F,TEACB,AK,1981,101238
2024F,TEACB,AK,1982,102239
2024F,TEACB,AK,1983,115944
2024F,TEACB,AK,1984,142997
2024F,TEACB,AK,1985,153931
2024F,TEACB,AK,1986,150698
2024F,TEACB,AK,1987,133896
2024F,TEACB,AK,1988,150456
2024F,TEACB,AK,1989,173382
2024F,TEACB,AK,1990,168892
2024F,TEACB,AK,1991,156413
2024F,TEACB,AK,1992,151927
2024F,TEACB,AK,1993,154297
2024F,TEACB,AK,1994,157266
2024F,TEACB,AK,1995,173607
2024F,TEACB,AK,1996,167528
2024F,TEACB,AK,1997,188588
2024F,TEACB,AK,1998,192174
2024F,TEACB,AK,1999,207434
2024F,TEACB,AK,2000,219733
2024F,TEACB,AK,2001,205457
2024F,TEACB,AK,2002,209339
2024F,TEACB,AK,2003,219243
2024F,TEACB,AK,2004,265801
2024F,TEACB,AK,2005,263620
2024F,TEACB,AK,2006,265470
2024F,TEACB,AK,2007,249625
2024F,TEACB,AK,2008,214641
2024F,TEACB,AK,2009,189799
2024F,TEACB,AK,2010,193837
2024F,TEACB,AK,2011,185460
2024F,TEACB,AK,2012,168525
2024F,TEACB,AK,2013,152482
2024F,TEACB,AK,2014,155527
2024F,TEACB,AK,2015,163382
2024F,TEACB,AK,2016,154019
2024F,TEACB,AK,2017,156342
2024F,TEACB,AK,2018,164359
2024F,TEACB,AK,2019,164986
2024F,TEACB,AK,2020,165512
2024F,TEACB,AK,2021,194176
2024F,TEACB,AK,2022,198941
2024F,TEACB,AK,2023,204074
2024F,TEACB,AK,2024,205104
2024F,TEACB,AL,1960,176015
2024F,TEACB,AL,1961,172023
2024F,TEACB,AL,1962,179802
2024F,TEACB,AL,1963,189395
2024F,TEACB,AL,1964,190545
2024F,TEACB,AL,1965,200727
2024F,TEACB,AL,1966,206854
2024F,TEACB,AL,1967,216031
2024F,TEACB,AL,1968,242554
2024F,TEACB,AL,1969,255625
2024F,TEACB,AL,1970,268489
2024F,TEACB,AL,1971,281247
2024F,TEACB,AL,1972,300827
2024F,TEACB,AL,1973,327548
2024F,TEACB,AL,1974,350726
2024F,TEACB,AL,1975,363127
2024F,TEACB,AL,1976,373155
2024F,TEACB,AL,1977,395543
2024F,TEACB,AL,1978,405416
2024F,TEACB,AL,1979,353042
2024F,TEACB,AL,1980,349881
2024F,TEACB,AL,1981,342116
2024F,TEACB,AL,1982,333176
2024F,TEACB,AL,1983,324451
2024F,TEACB,AL,1984,337698
2024F,TEACB,AL,1985,334813
2024F,TEACB,AL,1986,349194
2024F,TEACB,AL,1987,374883
2024F,TEACB,AL,1988,377985
2024F,TEACB,AL,1989,401324
2024F,TEACB,AL,1990,397799
2024F,TEACB,AL,1991,406124
2024F,TEACB,AL,1992,417482
2024F,TEACB,AL,1993,413632
2024F,TEACB,AL,1994,431784
2024F,TEACB,AL,1995,454692
2024F,TEACB,AL,1996,444370
2024F,TEACB,AL,1997,439699
2024F,TEACB,AL,1998,447984
2024F,TEACB,AL,1999,453914
2024F,TEACB,AL,2000,472549
2024F,TEACB,AL,2001,445445
2024F,TEACB,AL,2002,472527
2024F,TEACB,AL,2003,458057
2024F,TEACB,AL,2004,493169
2024F,TEACB,AL,2005,489525
2024F,TEACB,AL,2006,496100
2024F,TEACB,AL,2007,499549
2024F,TEACB,AL,2008,467614
2024F,TEACB,AL,2009,459035
2024F,TEACB,AL,2010,478021
2024F,TEACB,AL,2011,477604
2024F,TEACB,AL,2012,471350
2024F,TEACB,AL,2013,465999
2024F,TEACB,AL,2014,465046
2024F,TEACB,AL,2015,480635
2024F,TEACB,AL,2016,504392
2024F,TEACB,AL,2017,498642
2024F,TEACB,AL,2018,488587
2024F,TEACB,AL,2019,500947
2024F,TEACB,AL,2020,497477
2024F,TEACB,AL,2021,555534
2024F,TEACB,AL,2022,552731
2024F,TEACB,AL,2023,543231
2024F,TEACB,AL,2024,559279
2024F,TEACB,AR,1960,104652
2024F,TEACB,AR,1961,114214
2024F,TEACB,AR,1962,116715
2024F,TEACB,AR,1963,123586
2024F,TEACB,AR,1964,130214
2024F,TEACB,AR,1965,129593
2024F,TEACB,AR,1966,136348
2024F,TEACB,AR,1967,139183
2024F,TEACB,AR,1968,153822
2024F,TEACB,AR,1969,159784
2024F,TEACB,AR,1970,166549
2024F,TEACB,AR,1971,173379
2024F,TEACB,AR,1972,193085
2024F,TEACB,AR,1973,209852
2024F,TEACB,AR,1974,210118
2024F,TEACB,AR,1975,209528
2024F,TEACB,AR,1976,216054
2024F,TEACB,AR,1977,222603
2024F,TEACB,AR,1978,229577
2024F,TEACB,AR,1979,200014
2024F,TEACB,AR,1980,204275
2024F,TEACB,AR,1981,208967
2024F,TEACB,AR,1982,208325
2024F,TEACB,AR,1983,195411
2024F,TEACB,AR,1984,207483
2024F,TEACB,AR,1985,203444
2024F,TEACB,AR,1986,207724
2024F,TEACB,AR,1987,216907
2024F,TEACB,AR,1988,226684
2024F,TEACB,AR,1989,233710
2024F,TEACB,AR,1990,228101
2024F,TEACB,AR,1991,229427
2024F,TEACB,AR,1992,227667
2024F,TEACB,AR,1993,238191
2024F,TEACB,AR,1994,255166
2024F,TEACB,AR,1995,260424
2024F,TEACB,AR,1996,265553
2024F,TEACB,AR,1997,273172
2024F,TEACB,AR,1998,275696
2024F,TEACB,AR,1999,293044
2024F,TEACB,AR,2000,293838
2024F,TEACB,AR,2001,277439
2024F,TEACB,AR,2002,285353
2024F,TEACB,AR,2003,285258
2024F,TEACB,AR,2004,288206
2024F,TEACB,AR,2005,288729
2024F,TEACB,AR,2006,288737
2024F,TEACB,AR,2007,292672
2024F,TEACB,AR,2008,285174
2024F,TEACB,AR,2009,285150
2024F,TEACB,AR,2010,289317
2024F,TEACB,AR,2011,286279
2024F,TEACB,AR,2012,277062
2024F,TEACB,AR,2013,275498
2024F,TEACB,AR,2014,279428
2024F,TEACB,AR,2015,276390
2024F,TEACB,AR,2016,282996
2024F,TEACB,AR,2017,284658
2024F,TEACB,AR,2018,285701
2024F,TEACB,AR,2019,288459
2024F,TEACB,AR,2020,270910
2024F,TEACB,AR,2021,284677
2024F,TEACB,AR,2022,283609
2024F,TEACB,AR,2023,287538
2024F,TEACB,AR,2024,287963
2024F,TEACB,AZ,1960,116689
2024F,TEACB,AZ,1961,121239
2024F,TEACB,AZ,1962,129736
2024F,TEACB,AZ,1963,136740
2024F,TEACB,AZ,1964,143720
2024F,TEACB,AZ,1965,139441
2024F,TEACB,AZ,1966,148689
2024F,TEACB,AZ,1967,159735
2024F,TEACB,AZ,1968,183623
2024F,TEACB,AZ,1969,192910
2024F,TEACB,AZ,1970,194132
2024F,TEACB,AZ,1971,204293
2024F,TEACB,AZ,1972,225168
2024F,TEACB,AZ,1973,243872
2024F,TEACB,AZ,1974,233258
2024F,TEACB,AZ,1975,230139
2024F,TEACB,AZ,1976,235052
2024F,TEACB,AZ,1977,253262
2024F,TEACB,AZ,1978,267033
2024F,TEACB,AZ,1979,274217
2024F,TEACB,AZ,1980,265931
2024F,TEACB,AZ,1981,269191
2024F,TEACB,AZ,1982,261440
2024F,TEACB,AZ,1983,263390
2024F,TEACB,AZ,1984,279869
2024F,TEACB,AZ,1985,293447
2024F,TEACB,AZ,1986,299713
2024F,TEACB,AZ,1987,312326
2024F,TEACB,AZ,1988,322840
2024F,TEACB,AZ,1989,322219
2024F,TEACB,AZ,1990,325563
2024F,TEACB,AZ,1991,332408
2024F,TEACB,AZ,1992,336940
2024F,TEACB,AZ,1993,352581
2024F,TEACB,AZ,1994,366258
2024F,TEACB,AZ,1995,372801
2024F,TEACB,AZ,1996,394105
2024F,TEACB,AZ,1997,394605
2024F,TEACB,AZ,1998,424601
2024F,TEACB,AZ,1999,447923
2024F,TEACB,AZ,2000,459904
2024F,TEACB,AZ,2001,475175
2024F,TEACB,AZ,2002,485228
2024F,TEACB,AZ,2003,500076
2024F,TEACB,AZ,2004,510211
2024F,TEACB,AZ,2005,532716
2024F,TEACB,AZ,2006,549271
2024F,TEACB,AZ,2007,541381
2024F,TEACB,AZ,2008,504995
2024F,TEACB,AZ,2009,476336
2024F,TEACB,AZ,2010,516833
2024F,TEACB,AZ,2011,513616
2024F,TEACB,AZ,2012,503236
2024F,TEACB,AZ,2013,511660
2024F,TEACB,AZ,2014,517644
2024F,TEACB,AZ,2015,527831
2024F,TEACB,AZ,2016,541139
2024F,TEACB,AZ,2017,544625
2024F,TEACB,AZ,2018,555070
2024F,TEACB,AZ,2019,571039
2024F,TEACB,AZ,2020,509595
2024F,TEACB,AZ,2021,566564
2024F,TEACB,AZ,2022,550656
2024F,TEACB,AZ,2023,561819
2024F,TEACB,AZ,2024,577799
2024F,TEACB,CA,1960,1224346
2024F,TEACB,CA,1961,1292619
2024F,TEACB,CA,1962,1316703
2024F,TEACB,CA,1963,1354162
2024F,TEACB,CA,1964,1421143
2024F,TEACB,CA,1965,1491398
2024F,TEACB,CA,1966,1592651
2024F,TEACB,CA,1967,1654310
2024F,TEACB,CA,1968,1779248
2024F,TEACB,CA,1969,1829801
2024F,TEACB,CA,1970,1832625
2024F,TEACB,CA,1971,1909060
2024F,TEACB,CA,1972,1931989
2024F,TEACB,CA,1973,1986920
2024F,TEACB,CA,1974,1899445
2024F,TEACB,CA,1975,1955579
2024F,TEACB,CA,1976,2065224
2024F,TEACB,CA,1977,2206812
2024F,TEACB,CA,1978,2372880
2024F,TEACB,CA,1979,2354257
2024F,TEACB,CA,1980,2363647
2024F,TEACB,CA,1981,2345627
2024F,TEACB,CA,1982,2230627
2024F,TEACB,CA,1983,2253678
2024F,TEACB,CA,1984,2373702
2024F,TEACB,CA,1985,2364263
2024F,TEACB,CA,1986,2447259
2024F,TEACB,CA,1987,2578275
2024F,TEACB,CA,1988,2730003
2024F,TEACB,CA,1989,2816883
2024F,TEACB,CA,1990,2834042
2024F,TEACB,CA,1991,2690888
2024F,TEACB,CA,1992,2680672
2024F,TEACB,CA,1993,2629975
2024F,TEACB,CA,1994,2752103
2024F,TEACB,CA,1995,2816214
2024F,TEACB,CA,1996,2865202
2024F,TEACB,CA,1997,2798951
2024F,TEACB,CA,1998,2806838
2024F,TEACB,CA,1999,2868690
2024F,TEACB,CA,2000,3016982
2024F,TEACB,CA,2001,2966568
2024F,TEACB,CA,2002,3129911
2024F,TEACB,CA,2003,3040202
2024F,TEACB,CA,2004,3192745
2024F,TEACB,CA,2005,3278919
2024F,TEACB,CA,2006,3327189
2024F,TEACB,CA,2007,3354398
2024F,TEACB,CA,2008,3144123
2024F,TEACB,CA,2009,3062269
2024F,TEACB,CA,2010,2934822
2024F,TEACB,CA,2011,2829284
2024F,TEACB,CA,2012,2774561
2024F,TEACB,CA,2013,2776555
2024F,TEACB,CA,2014,2797587
2024F,TEACB,CA,2015,2863796
2024F,TEACB,CA,2016,2968766
2024F,TEACB,CA,2017,3047143
2024F,TEACB,CA,2018,3061412
2024F,TEACB,CA,2019,3058755
2024F,TEACB,CA,2020,2354857
2024F,TEACB,CA,2021,2801111
2024F,TEACB,CA,2022,2917360
2024F,TEACB,CA,2023,3032405
2024F,TEACB,CA,2024,3110544
2024F,TEACB,CO,1960,104450
2024F,TEACB,CO,1961,114878
2024F,TEACB,CO,1962,122860
2024F,TEACB,CO,1963,129258
2024F,TEACB,CO,1964,133723
2024F,TEACB,CO,1965,138618
2024F,TEACB,CO,1966,147575
2024F,TEACB,CO,1967,154378
2024F,TEACB,CO,1968,172368
2024F,TEACB,CO,1969,182623
2024F,TEACB,CO,1970,195193
2024F,TEACB,CO,1971,206248
2024F,TEACB,CO,1972,224073
2024F,TEACB,CO,1973,234426
2024F,TEACB,CO,1974,231020
2024F,TEACB,CO,1975,237340
2024F,TEACB,CO,1976,250996
2024F,TEACB,CO,1977,262260
2024F,TEACB,CO,1978,279228
2024F,TEACB,CO,1979,269764
2024F,TEACB,CO,1980,251120
2024F,TEACB,CO,1981,249246
2024F,TEACB,CO,1982,259137
2024F,TEACB,CO,1983,255521
2024F,TEACB,CO,1984,266929
2024F,TEACB,CO,1985,277566
2024F,TEACB,CO,1986,278417
2024F,TEACB,CO,1987,281120
2024F,TEACB,CO,1988,272773
2024F,TEACB,CO,1989,266101
2024F,TEACB,CO,1990,271483
2024F,TEACB,CO,1991,273879
2024F,TEACB,CO,1992,278016
2024F,TEACB,CO,1993,303181
2024F,TEACB,CO,1994,308186
2024F,TEACB,CO,1995,319504
2024F,TEACB,CO,1996,328226
2024F,TEACB,CO,1997,326348
2024F,TEACB,CO,1998,340750
2024F,TEACB,CO,1999,361724
2024F,TEACB,CO,2000,366110
2024F,TEACB,CO,2001,386387
2024F,TEACB,CO,2002,383284
2024F,TEACB,CO,2003,378045
2024F,TEACB,CO,2004,416502
2024F,TEACB,CO,2005,423024
2024F,TEACB,CO,2006,432154
2024F,TEACB,CO,2007,441956
2024F,TEACB,CO,2008,425012
2024F,TEACB,CO,2009,414356
2024F,TEACB,CO,2010,421455
2024F,TEACB,CO,2011,414394
2024F,TEACB,CO,2012,411182
2024F,TEACB,CO,2013,412323
2024F,TEACB,CO,2014,424426
2024F,TEACB,CO,2015,421873
2024F,TEACB,CO,2016,430633
2024F,TEACB,CO,2017,435024
2024F,TEACB,CO,2018,449912
2024F,TEACB,CO,2019,460739
2024F,TEACB,CO,2020,378714
2024F,TEACB,CO,2021,433675
2024F,TEACB,CO,2022,468548
2024F,TEACB,CO,2023,447930
2024F,TEACB,CO,2024,445986
2024F,TEACB,CT,1960,116898
2024F,TEACB,CT,1961,125496
2024F,TEACB,CT,1962,130768
2024F,TEACB,CT,1963,134750
2024F,TEACB,CT,1964,137397
2024F,TEACB,CT,1965,140533
2024F,TEACB,CT,1966,150121
2024F,TEACB,CT,1967,155282
2024F,TEACB,CT,1968,168490
2024F,TEACB,CT,1969,174636
2024F,TEACB,CT,1970,182566
2024F,TEACB,CT,1971,184357
2024F,TEACB,CT,1972,194609
2024F,TEACB,CT,1973,201251
2024F,TEACB,CT,1974,198339
2024F,TEACB,CT,1975,196470
2024F,TEACB,CT,1976,201295
2024F,TEACB,CT,1977,204071
2024F,TEACB,CT,1978,205676
2024F,TEACB,CT,1979,194654
2024F,TEACB,CT,1980,185174
2024F,TEACB,CT,1981,181361
2024F,TEACB,CT,1982,186080
2024F,TEACB,CT,1983,187348
2024F,TEACB,CT,1984,195062
2024F,TEACB,CT,1985,196759
2024F,TEACB,CT,1986,200195
2024F,TEACB,CT,1987,209097
2024F,TEACB,CT,1988,216609
2024F,TEACB,CT,1989,218201
2024F,TEACB,CT,1990,205529
2024F,TEACB,CT,1991,204102
2024F,TEACB,CT,1992,205609
2024F,TEACB,CT,1993,206060
2024F,TEACB,CT,1994,205590
2024F,TEACB,CT,1995,201738
2024F,TEACB,CT,1996,213178
2024F,TEACB,CT,1997,213989
2024F,TEACB,CT,1998,216761
2024F,TEACB,CT,1999,235201
2024F,TEACB,CT,2000,227972
2024F,TEACB,CT,2001,237681
2024F,TEACB,CT,2002,236689
2024F,TEACB,CT,2003,248567
2024F,TEACB,CT,2004,284554
2024F,TEACB,CT,2005,262573
2024F,TEACB,CT,2006,256817
2024F,TEACB,CT,2007,257409
2024F,TEACB,CT,2008,242885
2024F,TEACB,CT,2009,239036
2024F,TEACB,CT,2010,239264
2024F,TEACB,CT,2011,234772
2024F,TEACB,CT,2012,228819
2024F,TEACB,CT,2013,225222
2024F,TEACB,CT,2014,225434
2024F,TEACB,CT,2015,227274
2024F,TEACB,CT,2016,229217
2024F,TEACB,CT,2017,232204
2024F,TEACB,CT,2018,237505
2024F,TEACB,CT,2019,233450
2024F,TEACB,CT,2020,197141
2024F,TEACB,CT,2021,214891
2024F,TEACB,CT,2022,226027
2024F,TEACB,CT,2023,217319
2024F,TEACB,CT,2024,228936
2024F,TEACB,DC,1960,28772
2024F,TEACB,DC,1961,29535
2024F,TEACB,DC,1962,29525
2024F,TEACB,DC,1963,29602
2024F,TEACB,DC,1964,31091
2024F,TEACB,DC,1965,33820
2024F,TEACB,DC,1966,33780
2024F,TEACB,DC,1967,32459
2024F,TEACB,DC,1968,32904
2024F,TEACB,DC,1969,32675
2024F,TEACB,DC,1970,32848
2024F,TEACB,DC,1971,33280
2024F,TEACB,DC,1972,33608
2024F,TEACB,DC,1973,38665
2024F,TEACB,DC,1974,39736
2024F,TEACB,DC,1975,37069
2024F,TEACB,DC,1976,38014
2024F,TEACB,DC,1977,37622
2024F,TEACB,DC,1978,35130
2024F,TEACB,DC,1979,30224
2024F,TEACB,DC,1980,27291
2024F,TEACB,DC,1981,29213
2024F,TEACB,DC,1982,37666
2024F,TEACB,DC,1983,28944
2024F,TEACB,DC,1984,28083
2024F,TEACB,DC,1985,28088
2024F,TEACB,DC,1986,30293
2024F,TEACB,DC,1987,28582
2024F,TEACB,DC,1988,29736
2024F,TEACB,DC,1989,29175
2024F,TEACB,DC,1990,27384
2024F,TEACB,DC,1991,27379
2024F,TEACB,DC,1992,27703
2024F,TEACB,DC,1993,28088
2024F,TEACB,DC,1994,27332
2024F,TEACB,DC,1995,27134
2024F,TEACB,DC,1996,26155
2024F,TEACB,DC,1997,26629
2024F,TEACB,DC,1998,25977
2024F,TEACB,DC,1999,26574
2024F,TEACB,DC,2000,27806
2024F,TEACB,DC,2001,25901
2024F,TEACB,DC,2002,24567
2024F,TEACB,DC,2003,25311
2024F,TEACB,DC,2004,26883
2024F,TEACB,DC,2005,23385
2024F,TEACB,DC,2006,21361
2024F,TEACB,DC,2007,21141
2024F,TEACB,DC,2008,18649
2024F,TEACB,DC,2009,19531
2024F,TEACB,DC,2010,19040
2024F,TEACB,DC,2011,20967
2024F,TEACB,DC,2012,18856
2024F,TEACB,DC,2013,19174
2024F,TEACB,DC,2014,20634
2024F,TEACB,DC,2015,20034
2024F,TEACB,DC,2016,20943
2024F,TEACB,DC,2017,18090
2024F,TEACB,DC,2018,19940
2024F,TEACB,DC,2019,21500
2024F,TEACB,DC,2020,16434
2024F,TEACB,DC,2021,17817
2024F,TEACB,DC,2022,17716
2024F,TEACB,DC,2023,17401
2024F,TEACB,DC,2024,18723
2024F,TEACB,DE,1960,43735
2024F,TEACB,DE,1961,44020
2024F,TEACB,DE,1962,41960
2024F,TEACB,DE,1963,42957
2024F,TEACB,DE,1964,43653
2024F,TEACB,DE,1965,43432
2024F,TEACB,DE,1966,44193
2024F,TEACB,DE,1967,45334
2024F,TEACB,DE,1968,51755
2024F,TEACB,DE,1969,52631
2024F,TEACB,DE,1970,50326
2024F,TEACB,DE,1971,50851
2024F,TEACB,DE,1972,53261
2024F,TEACB,DE,1973,56942
2024F,TEACB,DE,1974,56886
2024F,TEACB,DE,1975,55048
2024F,TEACB,DE,1976,57596
2024F,TEACB,DE,1977,56927
2024F,TEACB,DE,1978,54928
2024F,TEACB,DE,1979,52434
2024F,TEACB,DE,1980,53979
2024F,TEACB,DE,1981,51388
2024F,TEACB,DE,1982,49564
2024F,TEACB,DE,1983,55479
2024F,TEACB,DE,1984,57524
2024F,TEACB,DE,1985,56930
2024F,TEACB,DE,1986,60237
2024F,TEACB,DE,1987,65275
2024F,TEACB,DE,1988,64373
2024F,TEACB,DE,1989,65685
2024F,TEACB,DE,1990,62955
2024F,TEACB,DE,1991,70337
2024F,TEACB,DE,1992,65057
2024F,TEACB,DE,1993,67786
2024F,TEACB,DE,1994,63155
2024F,TEACB,DE,1995,59981
2024F,TEACB,DE,1996,66267
2024F,TEACB,DE,1997,64816
2024F,TEACB,DE,1998,65432
2024F,TEACB,DE,1999,67935
2024F,TEACB,DE,2000,70445
2024F,TEACB,DE,2001,65429
2024F,TEACB,DE,2002,68667
2024F,TEACB,DE,2003,67455
2024F,TEACB,DE,2004,68855
2024F,TEACB,DE,2005,72667
2024F,TEACB,DE,2006,74446
2024F,TEACB,DE,2007,74895
2024F,TEACB,DE,2008,71238
2024F,TEACB,DE,2009,68878
2024F,TEACB,DE,2010,80560
2024F,TEACB,DE,2011,73704
2024F,TEACB,DE,2012,72444
2024F,TEACB,DE,2013,68370
2024F,TEACB,DE,2014,69094
2024F,TEACB,DE,2015,72597
2024F,TEACB,DE,2016,75699
2024F,TEACB,DE,2017,79745
2024F,TEACB,DE,2018,83724
2024F,TEACB,DE,2019,86814
2024F,TEACB,DE,2020,73104
2024F,TEACB,DE,2021,80021
2024F,TEACB,DE,2022,77524
2024F,TEACB,DE,2023,80663
2024F,TEACB,DE,2024,77928
2024F,TEACB,FL,1960,348001
2024F,TEACB,FL,1961,358850
2024F,TEACB,FL,1962,407087
2024F,TEACB,FL,1963,415833
2024F,TEACB,FL,1964,432389
2024F,TEACB,FL,1965,456712
2024F,TEACB,FL,1966,473137
2024F,TEACB,FL,1967,495399
2024F,TEACB,FL,1968,548917
2024F,TEACB,FL,1969,582377
2024F,TEACB,FL,1970,608352
2024F,TEACB,FL,1971,641555
2024F,TEACB,FL,1972,706248
2024F,TEACB,FL,1973,772004
2024F,TEACB,FL,1974,738593
2024F,TEACB,FL,1975,747689
2024F,TEACB,FL,1976,777288
2024F,TEACB,FL,1977,833098
2024F,TEACB,FL,1978,876871
2024F,TEACB,FL,1979,932217
2024F,TEACB,FL,1980,950588
2024F,TEACB,FL,1981,955122
2024F,TEACB,FL,1982,937880
2024F,TEACB,FL,1983,941159
2024F,TEACB,FL,1984,926838
2024F,TEACB,FL,1985,957694
2024F,TEACB,FL,1986,1008810
2024F,TEACB,FL,1987,1066887
2024F,TEACB,FL,1988,1129005
2024F,TEACB,FL,1989,1139558
2024F,TEACB,FL,1990,1137417
2024F,TEACB,FL,1991,1077903
2024F,TEACB,FL,1992,1113433
2024F,TEACB,FL,1993,1100341
2024F,TEACB,FL,1994,1179538
2024F,TEACB,FL,1995,1211336
2024F,TEACB,FL,1996,1221298
2024F,TEACB,FL,1997,1264799
2024F,TEACB,FL,1998,1284395
2024F,TEACB,FL,1999,1325489
2024F,TEACB,FL,2000,1404072
2024F,TEACB,FL,2001,1383883
2024F,TEACB,FL,2002,1415567
2024F,TEACB,FL,2003,1398564
2024F,TEACB,FL,2004,1546633
2024F,TEACB,FL,2005,1590321
2024F,TEACB,FL,2006,1622964
2024F,TEACB,FL,2007,1597746
2024F,TEACB,FL,2008,1497055
2024F,TEACB,FL,2009,1418387
2024F,TEACB,FL,2010,1555641
2024F,TEACB,FL,2011,1531988
2024F,TEACB,FL,2012,1510185
2024F,TEACB,FL,2013,1535226
2024F,TEACB,FL,2014,1553639
2024F,TEACB,FL,2015,1611393
2024F,TEACB,FL,2016,1647748
2024F,TEACB,FL,2017,1686659
2024F,TEACB,FL,2018,1770889
2024F,TEACB,FL,2019,1744428
2024F,TEACB,FL,2020,1418943
2024F,TEACB,FL,2021,1677480
2024F,TEACB,FL,2022,1744075
2024F,TEACB,FL,2023,1777042
2024F,TEACB,FL,2024,1811013
2024F,TEACB,GA,1960,208533
2024F,TEACB,GA,1961,208089
2024F,TEACB,GA,1962,225338
2024F,TEACB,GA,1963,239176
2024F,TEACB,GA,1964,249133
2024F,TEACB,GA,1965,257459
2024F,TEACB,GA,1966,282715
2024F,TEACB,GA,1967,317508
2024F,TEACB,GA,1968,352836
2024F,TEACB,GA,1969,376949
2024F,TEACB,GA,1970,400637
2024F,TEACB,GA,1971,432077
2024F,TEACB,GA,1972,461433
2024F,TEACB,GA,1973,508272
2024F,TEACB,GA,1974,488267
2024F,TEACB,GA,1975,487288
2024F,TEACB,GA,1976,508176
2024F,TEACB,GA,1977,528643
2024F,TEACB,GA,1978,550247
2024F,TEACB,GA,1979,569712
2024F,TEACB,GA,1980,549560
2024F,TEACB,GA,1981,541819
2024F,TEACB,GA,1982,541852
2024F,TEACB,GA,1983,560948
2024F,TEACB,GA,1984,583649
2024F,TEACB,GA,1985,590584
2024F,TEACB,GA,1986,621760
2024F,TEACB,GA,1987,662416
2024F,TEACB,GA,1988,694396
2024F,TEACB,GA,1989,674359
2024F,TEACB,GA,1990,682461
2024F,TEACB,GA,1991,664978
2024F,TEACB,GA,1992,668773
2024F,TEACB,GA,1993,741521
2024F,TEACB,GA,1994,753095
2024F,TEACB,GA,1995,789846
2024F,TEACB,GA,1996,834713
2024F,TEACB,GA,1997,802959
2024F,TEACB,GA,1998,830734
2024F,TEACB,GA,1999,859973
2024F,TEACB,GA,2000,859647
2024F,TEACB,GA,2001,858332
2024F,TEACB,GA,2002,860650
2024F,TEACB,GA,2003,887886
2024F,TEACB,GA,2004,924990
2024F,TEACB,GA,2005,966031
2024F,TEACB,GA,2006,950315
2024F,TEACB,GA,2007,926070
2024F,TEACB,GA,2008,866234
2024F,TEACB,GA,2009,928537
2024F,TEACB,GA,2010,989215
2024F,TEACB,GA,2011,970495
2024F,TEACB,GA,2012,913952
2024F,TEACB,GA,2013,938008
2024F,TEACB,GA,2014,906300
2024F,TEACB,GA,2015,952410
2024F,TEACB,GA,2016,914215
2024F,TEACB,GA,2017,967886
2024F,TEACB,GA,2018,945576
2024F,TEACB,GA,2019,937137
2024F,TEACB,GA,2020,825806
2024F,TEACB,GA,2021,862159
2024F,TEACB,GA,2022,877379
2024F,TEACB,GA,2023,948760
2024F,TEACB,GA,2024,935190
2024F,TEACB,HI,1960,61778
2024F,TEACB,HI,1961,74032
2024F,TEACB,HI,1962,66104
2024F,TEACB,HI,1963,69466
2024F,TEACB,HI,1964,74849
2024F,TEACB,HI,1965,78979
2024F,TEACB,HI,1966,91537
2024F,TEACB,HI,1967,105098
2024F,TEACB,HI,1968,122002
2024F,TEACB,HI,1969,125141
2024F,TEACB,HI,1970,125344
2024F,TEACB,HI,1971,138833
2024F,TEACB,HI,1972,136476
2024F,TEACB,HI,1973,140854
2024F,TEACB,HI,1974,128660
2024F,TEACB,HI,1975,130543
2024F,TEACB,HI,1976,131684
2024F,TEACB,HI,1977,141346
2024F,TEACB,HI,1978,144630
2024F,TEACB,HI,1979,156359
2024F,TEACB,HI,1980,146713
2024F,TEACB,HI,1981,124102
2024F,TEACB,HI,1982,102196
2024F,TEACB,HI,1983,117875
2024F,TEACB,HI,1984,129351
2024F,TEACB,HI,1985,142888
2024F,TEACB,HI,1986,127072
2024F,TEACB,HI,1987,124138
2024F,TEACB,HI,1988,140944
2024F,TEACB,HI,1989,154497
2024F,TEACB,HI,1990,154545
2024F,TEACB,HI,1991,151201
2024F,TEACB,HI,1992,144127
2024F,TEACB,HI,1993,130086
2024F,TEACB,HI,1994,139865
2024F,TEACB,HI,1995,138041
2024F,TEACB,HI,1996,121533
2024F,TEACB,HI,1997,117181
2024F,TEACB,HI,1998,114518
2024F,TEACB,HI,1999,122989
2024F,TEACB,HI,2000,125096
2024F,TEACB,HI,2001,131917
2024F,TEACB,HI,2002,140056
2024F,TEACB,HI,2003,162796
2024F,TEACB,HI,2004,171909
2024F,TEACB,HI,2005,179105
2024F,TEACB,HI,2006,181296
2024F,TEACB,HI,2007,194353
2024F,TEACB,HI,2008,136430
2024F,TEACB,HI,2009,132826
2024F,TEACB,HI,2010,156899
2024F,TEACB,HI,2011,161563
