Data_Status,MSN,StateCode,Year,Data
2024F,TEICB,NC,1971,483322
2024F,TEICB,NC,1972,520234
2024F,TEICB,NC,1973,543895
2024F,TEICB,NC,1974,514438
2024F,TEICB,NC,1975,480988
2024F,TEICB,NC,1976,527917
2024F,TEICB,NC,1977,556173
2024F,TEICB,NC,1978,545247
2024F,TEICB,NC,1979,606907
2024F,TEICB,NC,1980,575625
2024F,TEICB,NC,1981,545119
2024F,TEICB,NC,1982,508995
2024F,TEICB,NC,1983,539827
2024F,TEICB,NC,1984,590208
2024F,TEICB,NC,1985,581476
2024F,TEICB,NC,1986,601688
2024F,TEICB,NC,1987,620940
2024F,TEICB,NC,1988,637376
2024F,TEICB,NC,1989,654733
2024F,TEICB,NC,1990,690605
2024F,TEICB,NC,1991,661998
2024F,TEICB,NC,1992,722900
2024F,TEICB,NC,1993,729682
2024F,TEICB,NC,1994,723490
2024F,TEICB,NC,1995,767272
2024F,TEICB,NC,1996,750992
2024F,TEICB,NC,1997,758653
2024F,TEICB,NC,1998,741555
2024F,TEICB,NC,1999,723637
2024F,TEICB,NC,2000,740735
2024F,TEICB,NC,2001,709692
2024F,TEICB,NC,2002,673226
2024F,TEICB,NC,2003,655911
2024F,TEICB,NC,2004,656501
2024F,TEICB,NC,2005,645536
2024F,TEICB,NC,2006,635120
2024F,TEICB,NC,2007,604025
2024F,TEICB,NC,2008,598488
2024F,TEICB,NC,2009,517081
2024F,TEICB,NC,2010,564743
2024F,TEICB,NC,2011,562639
2024F,TEICB,NC,2012,564428
2024F,TEICB,NC,2013,553851
2024F,TEICB,NC,2014,544526
2024F,TEICB,NC,2015,546888
2024F,TEICB,NC,2016,545890
2024F,TEICB,NC,2017,546105
2024F,TEICB,NC,2018,546203
2024F,TEICB,NC,2019,536580
2024F,TEICB,NC,2020,506772
2024F,TEICB,NC,2021,529633
2024F,TEICB,NC,2022,541167
2024F,TEICB,NC,2023,499583
2024F,TEICB,NC,2024,496867
2024F,TEICB,ND,1960,73970
2024F,TEICB,ND,1961,70438
2024F,TEICB,ND,1962,71733
2024F,TEICB,ND,1963,76337
2024F,TEICB,ND,1964,77131
2024F,TEICB,ND,1965,74438
2024F,TEICB,ND,1966,76021
2024F,TEICB,ND,1967,78736
2024F,TEICB,ND,1968,77708
2024F,TEICB,ND,1969,78351
2024F,TEICB,ND,1970,75772
2024F,TEICB,ND,1971,76361
2024F,TEICB,ND,1972,76431
2024F,TEICB,ND,1973,76063
2024F,TEICB,ND,1974,73388
2024F,TEICB,ND,1975,71068
2024F,TEICB,ND,1976,71138
2024F,TEICB,ND,1977,67972
2024F,TEICB,ND,1978,73676
2024F,TEICB,ND,1979,76502
2024F,TEICB,ND,1980,64917
2024F,TEICB,ND,1981,82162
2024F,TEICB,ND,1982,72539
2024F,TEICB,ND,1983,76740
2024F,TEICB,ND,1984,101079
2024F,TEICB,ND,1985,138491
2024F,TEICB,ND,1986,148419
2024F,TEICB,ND,1987,155020
2024F,TEICB,ND,1988,150352
2024F,TEICB,ND,1989,159645
2024F,TEICB,ND,1990,156112
2024F,TEICB,ND,1991,159695
2024F,TEICB,ND,1992,169143
2024F,TEICB,ND,1993,165200
2024F,TEICB,ND,1994,174362
2024F,TEICB,ND,1995,175198
2024F,TEICB,ND,1996,168005
2024F,TEICB,ND,1997,174933
2024F,TEICB,ND,1998,178934
2024F,TEICB,ND,1999,188582
2024F,TEICB,ND,2000,190841
2024F,TEICB,ND,2001,201897
2024F,TEICB,ND,2002,189650
2024F,TEICB,ND,2003,187653
2024F,TEICB,ND,2004,187831
2024F,TEICB,ND,2005,194684
2024F,TEICB,ND,2006,204356
2024F,TEICB,ND,2007,205959
2024F,TEICB,ND,2008,213792
2024F,TEICB,ND,2009,211142
2024F,TEICB,ND,2010,237040
2024F,TEICB,ND,2011,262352
2024F,TEICB,ND,2012,273556
2024F,TEICB,ND,2013,289086
2024F,TEICB,ND,2014,322810
2024F,TEICB,ND,2015,307331
2024F,TEICB,ND,2016,296806
2024F,TEICB,ND,2017,329300
2024F,TEICB,ND,2018,340305
2024F,TEICB,ND,2019,343226
2024F,TEICB,ND,2020,360556
2024F,TEICB,ND,2021,380476
2024F,TEICB,ND,2022,385797
2024F,TEICB,ND,2023,387065
2024F,TEICB,ND,2024,397800
2024F,TEICB,NE,1960,91535
2024F,TEICB,NE,1961,92787
2024F,TEICB,NE,1962,93804
2024F,TEICB,NE,1963,94166
2024F,TEICB,NE,1964,99982
2024F,TEICB,NE,1965,96807
2024F,TEICB,NE,1966,121114
2024F,TEICB,NE,1967,96711
2024F,TEICB,NE,1968,106886
2024F,TEICB,NE,1969,113712
2024F,TEICB,NE,1970,124375
2024F,TEICB,NE,1971,124882
2024F,TEICB,NE,1972,125805
2024F,TEICB,NE,1973,143860
2024F,TEICB,NE,1974,150235
2024F,TEICB,NE,1975,156616
2024F,TEICB,NE,1976,166349
2024F,TEICB,NE,1977,161641
2024F,TEICB,NE,1978,160477
2024F,TEICB,NE,1979,165129
2024F,TEICB,NE,1980,143586
2024F,TEICB,NE,1981,128511
2024F,TEICB,NE,1982,120866
2024F,TEICB,NE,1983,119464
2024F,TEICB,NE,1984,120420
2024F,TEICB,NE,1985,118957
2024F,TEICB,NE,1986,111446
2024F,TEICB,NE,1987,123458
2024F,TEICB,NE,1988,130645
2024F,TEICB,NE,1989,132270
2024F,TEICB,NE,1990,133926
2024F,TEICB,NE,1991,133264
2024F,TEICB,NE,1992,133803
2024F,TEICB,NE,1993,150260
2024F,TEICB,NE,1994,160508
2024F,TEICB,NE,1995,173559
2024F,TEICB,NE,1996,178879
2024F,TEICB,NE,1997,191692
2024F,TEICB,NE,1998,208866
2024F,TEICB,NE,1999,199460
2024F,TEICB,NE,2000,203584
2024F,TEICB,NE,2001,207434
2024F,TEICB,NE,2002,210602
2024F,TEICB,NE,2003,223138
2024F,TEICB,NE,2004,237053
2024F,TEICB,NE,2005,238792
2024F,TEICB,NE,2006,254036
2024F,TEICB,NE,2007,279299
2024F,TEICB,NE,2008,307143
2024F,TEICB,NE,2009,303052
2024F,TEICB,NE,2010,353146
2024F,TEICB,NE,2011,361251
2024F,TEICB,NE,2012,374765
2024F,TEICB,NE,2013,368282
2024F,TEICB,NE,2014,365455
2024F,TEICB,NE,2015,363615
2024F,TEICB,NE,2016,379383
2024F,TEICB,NE,2017,378228
2024F,TEICB,NE,2018,371940
2024F,TEICB,NE,2019,366806
2024F,TEICB,NE,2020,356972
2024F,TEICB,NE,2021,379498
2024F,TEICB,NE,2022,381662
2024F,TEICB,NE,2023,366222
2024F,TEICB,NE,2024,370893
2024F,TEICB,NH,1960,27310
2024F,TEICB,NH,1961,27488
2024F,TEICB,NH,1962,31800
2024F,TEICB,NH,1963,32977
2024F,TEICB,NH,1964,34962
2024F,TEICB,NH,1965,31993
2024F,TEICB,NH,1966,42456
2024F,TEICB,NH,1967,36403
2024F,TEICB,NH,1968,39026
2024F,TEICB,NH,1969,48459
2024F,TEICB,NH,1970,52628
2024F,TEICB,NH,1971,59046
2024F,TEICB,NH,1972,62370
2024F,TEICB,NH,1973,64040
2024F,TEICB,NH,1974,56901
2024F,TEICB,NH,1975,54016
2024F,TEICB,NH,1976,63069
2024F,TEICB,NH,1977,66214
2024F,TEICB,NH,1978,63320
2024F,TEICB,NH,1979,55069
2024F,TEICB,NH,1980,55727
2024F,TEICB,NH,1981,52958
2024F,TEICB,NH,1982,53559
2024F,TEICB,NH,1983,56000
2024F,TEICB,NH,1984,63584
2024F,TEICB,NH,1985,67124
2024F,TEICB,NH,1986,74047
2024F,TEICB,NH,1987,76208
2024F,TEICB,NH,1988,72470
2024F,TEICB,NH,1989,63074
2024F,TEICB,NH,1990,65161
2024F,TEICB,NH,1991,55683
2024F,TEICB,NH,1992,64120
2024F,TEICB,NH,1993,61633
2024F,TEICB,NH,1994,48491
2024F,TEICB,NH,1995,49422
2024F,TEICB,NH,1996,53170
2024F,TEICB,NH,1997,50687
2024F,TEICB,NH,1998,48443
2024F,TEICB,NH,1999,49215
2024F,TEICB,NH,2000,55181
2024F,TEICB,NH,2001,51631
2024F,TEICB,NH,2002,46283
2024F,TEICB,NH,2003,50112
2024F,TEICB,NH,2004,53257
2024F,TEICB,NH,2005,50554
2024F,TEICB,NH,2006,45215
2024F,TEICB,NH,2007,42799
2024F,TEICB,NH,2008,41238
2024F,TEICB,NH,2009,35771
2024F,TEICB,NH,2010,38373
2024F,TEICB,NH,2011,39253
2024F,TEICB,NH,2012,39166
2024F,TEICB,NH,2013,41706
2024F,TEICB,NH,2014,42073
2024F,TEICB,NH,2015,40804
2024F,TEICB,NH,2016,39832
2024F,TEICB,NH,2017,44608
2024F,TEICB,NH,2018,40886
2024F,TEICB,NH,2019,39247
2024F,TEICB,NH,2020,38411
2024F,TEICB,NH,2021,38090
2024F,TEICB,NH,2022,38612
2024F,TEICB,NH,2023,37929
2024F,TEICB,NH,2024,38397
2024F,TEICB,NJ,1960,473872
2024F,TEICB,NJ,1961,495809
2024F,TEICB,NJ,1962,531610
2024F,TEICB,NJ,1963,529710
2024F,TEICB,NJ,1964,534086
2024F,TEICB,NJ,1965,547186
2024F,TEICB,NJ,1966,583671
2024F,TEICB,NJ,1967,604824
2024F,TEICB,NJ,1968,622395
2024F,TEICB,NJ,1969,636863
2024F,TEICB,NJ,1970,641510
2024F,TEICB,NJ,1971,602409
2024F,TEICB,NJ,1972,619920
2024F,TEICB,NJ,1973,645092
2024F,TEICB,NJ,1974,588992
2024F,TEICB,NJ,1975,525723
2024F,TEICB,NJ,1976,584959
2024F,TEICB,NJ,1977,579859
2024F,TEICB,NJ,1978,577191
2024F,TEICB,NJ,1979,649357
2024F,TEICB,NJ,1980,574433
2024F,TEICB,NJ,1981,529179
2024F,TEICB,NJ,1982,495664
2024F,TEICB,NJ,1983,466257
2024F,TEICB,NJ,1984,494732
2024F,TEICB,NJ,1985,447856
2024F,TEICB,NJ,1986,444437
2024F,TEICB,NJ,1987,470619
2024F,TEICB,NJ,1988,466420
2024F,TEICB,NJ,1989,457215
2024F,TEICB,NJ,1990,440419
2024F,TEICB,NJ,1991,443086
2024F,TEICB,NJ,1992,513054
2024F,TEICB,NJ,1993,548344
2024F,TEICB,NJ,1994,535722
2024F,TEICB,NJ,1995,547071
2024F,TEICB,NJ,1996,527887
2024F,TEICB,NJ,1997,547332
2024F,TEICB,NJ,1998,532180
2024F,TEICB,NJ,1999,565360
2024F,TEICB,NJ,2000,410539
2024F,TEICB,NJ,2001,441138
2024F,TEICB,NJ,2002,423749
2024F,TEICB,NJ,2003,394175
2024F,TEICB,NJ,2004,384716
2024F,TEICB,NJ,2005,388809
2024F,TEICB,NJ,2006,363557
2024F,TEICB,NJ,2007,365314
2024F,TEICB,NJ,2008,315108
2024F,TEICB,NJ,2009,262023
2024F,TEICB,NJ,2010,270882
2024F,TEICB,NJ,2011,275942
2024F,TEICB,NJ,2012,273792
2024F,TEICB,NJ,2013,269885
2024F,TEICB,NJ,2014,258344
2024F,TEICB,NJ,2015,262194
2024F,TEICB,NJ,2016,258171
2024F,TEICB,NJ,2017,253901
2024F,TEICB,NJ,2018,259751
2024F,TEICB,NJ,2019,258981
2024F,TEICB,NJ,2020,235510
2024F,TEICB,NJ,2021,239668
2024F,TEICB,NJ,2022,257625
2024F,TEICB,NJ,2023,258372
2024F,TEICB,NJ,2024,228183
2024F,TEICB,NM,1960,168059
2024F,TEICB,NM,1961,163515
2024F,TEICB,NM,1962,188000
2024F,TEICB,NM,1963,176616
2024F,TEICB,NM,1964,170225
2024F,TEICB,NM,1965,154343
2024F,TEICB,NM,1966,169913
2024F,TEICB,NM,1967,178146
2024F,TEICB,NM,1968,188030
2024F,TEICB,NM,1969,176738
2024F,TEICB,NM,1970,191189
2024F,TEICB,NM,1971,191783
2024F,TEICB,NM,1972,201022
2024F,TEICB,NM,1973,194090
2024F,TEICB,NM,1974,189002
2024F,TEICB,NM,1975,178195
2024F,TEICB,NM,1976,197866
2024F,TEICB,NM,1977,176976
2024F,TEICB,NM,1978,167386
2024F,TEICB,NM,1979,165873
2024F,TEICB,NM,1980,161934
2024F,TEICB,NM,1981,147279
2024F,TEICB,NM,1982,152052
2024F,TEICB,NM,1983,163018
2024F,TEICB,NM,1984,174661
2024F,TEICB,NM,1985,150748
2024F,TEICB,NM,1986,131193
2024F,TEICB,NM,1987,149450
2024F,TEICB,NM,1988,146444
2024F,TEICB,NM,1989,152006
2024F,TEICB,NM,1990,191585
2024F,TEICB,NM,1991,187414
2024F,TEICB,NM,1992,193003
2024F,TEICB,NM,1993,193439
2024F,TEICB,NM,1994,195582
2024F,TEICB,NM,1995,203888
2024F,TEICB,NM,1996,220336
2024F,TEICB,NM,1997,206622
2024F,TEICB,NM,1998,196963
2024F,TEICB,NM,1999,195359
2024F,TEICB,NM,2000,211594
2024F,TEICB,NM,2001,203002
2024F,TEICB,NM,2002,200200
2024F,TEICB,NM,2003,215606
2024F,TEICB,NM,2004,225616
2024F,TEICB,NM,2005,222595
2024F,TEICB,NM,2006,225490
2024F,TEICB,NM,2007,248401
2024F,TEICB,NM,2008,227007
2024F,TEICB,NM,2009,208976
2024F,TEICB,NM,2010,211319
2024F,TEICB,NM,2011,219590
2024F,TEICB,NM,2012,222006
2024F,TEICB,NM,2013,217023
2024F,TEICB,NM,2014,225482
2024F,TEICB,NM,2015,221806
2024F,TEICB,NM,2016,217433
2024F,TEICB,NM,2017,220053
2024F,TEICB,NM,2018,219529
2024F,TEICB,NM,2019,231157
2024F,TEICB,NM,2020,224879
2024F,TEICB,NM,2021,238004
2024F,TEICB,NM,2022,247312
2024F,TEICB,NM,2023,249638
2024F,TEICB,NM,2024,263539
2024F,TEICB,NV,1960,22911
2024F,TEICB,NV,1961,30148
2024F,TEICB,NV,1962,29513
2024F,TEICB,NV,1963,30543
2024F,TEICB,NV,1964,28828
2024F,TEICB,NV,1965,28989
2024F,TEICB,NV,1966,36478
2024F,TEICB,NV,1967,33871
2024F,TEICB,NV,1968,33173
2024F,TEICB,NV,1969,36759
2024F,TEICB,NV,1970,40544
2024F,TEICB,NV,1971,42475
2024F,TEICB,NV,1972,45334
2024F,TEICB,NV,1973,48959
2024F,TEICB,NV,1974,47934
2024F,TEICB,NV,1975,44079
2024F,TEICB,NV,1976,52484
2024F,TEICB,NV,1977,52391
2024F,TEICB,NV,1978,54179
2024F,TEICB,NV,1979,72128
2024F,TEICB,NV,1980,74059
2024F,TEICB,NV,1981,71559
2024F,TEICB,NV,1982,72547
2024F,TEICB,NV,1983,79948
2024F,TEICB,NV,1984,67787
2024F,TEICB,NV,1985,65320
2024F,TEICB,NV,1986,63646
2024F,TEICB,NV,1987,71357
2024F,TEICB,NV,1988,80619
2024F,TEICB,NV,1989,101114
2024F,TEICB,NV,1990,107315
2024F,TEICB,NV,1991,104810
2024F,TEICB,NV,1992,113939
2024F,TEICB,NV,1993,120008
2024F,TEICB,NV,1994,133635
2024F,TEICB,NV,1995,145032
2024F,TEICB,NV,1996,149263
2024F,TEICB,NV,1997,150237
2024F,TEICB,NV,1998,156208
2024F,TEICB,NV,1999,156935
2024F,TEICB,NV,2000,158904
2024F,TEICB,NV,2001,161983
2024F,TEICB,NV,2002,152013
2024F,TEICB,NV,2003,161699
2024F,TEICB,NV,2004,174724
2024F,TEICB,NV,2005,182235
2024F,TEICB,NV,2006,187531
2024F,TEICB,NV,2007,177518
2024F,TEICB,NV,2008,173187
2024F,TEICB,NV,2009,160791
2024F,TEICB,NV,2010,162089
2024F,TEICB,NV,2011,152384
2024F,TEICB,NV,2012,153231
2024F,TEICB,NV,2013,155129
2024F,TEICB,NV,2014,167286
2024F,TEICB,NV,2015,147847
2024F,TEICB,NV,2016,154484
2024F,TEICB,NV,2017,153544
2024F,TEICB,NV,2018,154265
2024F,TEICB,NV,2019,153983
2024F,TEICB,NV,2020,136631
2024F,TEICB,NV,2021,142170
2024F,TEICB,NV,2022,142697
2024F,TEICB,NV,2023,138398
2024F,TEICB,NV,2024,132003
2024F,TEICB,NY,1960,866299
2024F,TEICB,NY,1961,917731
2024F,TEICB,NY,1962,990852
2024F,TEICB,NY,1963,957098
2024F,TEICB,NY,1964,1010412
2024F,TEICB,NY,1965,1113275
2024F,TEICB,NY,1966,1166011
2024F,TEICB,NY,1967,1124290
2024F,TEICB,NY,1968,1131173
2024F,TEICB,NY,1969,1160217
2024F,TEICB,NY,1970,1159439
2024F,TEICB,NY,1971,1056686
2024F,TEICB,NY,1972,1026253
2024F,TEICB,NY,1973,1106697
2024F,TEICB,NY,1974,1040940
2024F,TEICB,NY,1975,915643
2024F,TEICB,NY,1976,1030098
2024F,TEICB,NY,1977,1034745
2024F,TEICB,NY,1978,999439
2024F,TEICB,NY,1979,1010730
2024F,TEICB,NY,1980,893734
2024F,TEICB,NY,1981,840611
2024F,TEICB,NY,1982,767119
2024F,TEICB,NY,1983,702159
2024F,TEICB,NY,1984,706873
2024F,TEICB,NY,1985,706614
2024F,TEICB,NY,1986,644813
2024F,TEICB,NY,1987,675416
2024F,TEICB,NY,1988,705836
2024F,TEICB,NY,1989,689736
2024F,TEICB,NY,1990,668231
2024F,TEICB,NY,1991,650749
2024F,TEICB,NY,1992,680913
2024F,TEICB,NY,1993,668848
2024F,TEICB,NY,1994,660506
2024F,TEICB,NY,1995,663371
2024F,TEICB,NY,1996,684473
2024F,TEICB,NY,1997,670330
2024F,TEICB,NY,1998,648530
2024F,TEICB,NY,1999,595512
2024F,TEICB,NY,2000,577750
2024F,TEICB,NY,2001,539572
2024F,TEICB,NY,2002,510231
2024F,TEICB,NY,2003,474234
2024F,TEICB,NY,2004,481199
2024F,TEICB,NY,2005,474865
2024F,TEICB,NY,2006,408271
2024F,TEICB,NY,2007,438968
2024F,TEICB,NY,2008,379795
2024F,TEICB,NY,2009,339506
2024F,TEICB,NY,2010,342765
2024F,TEICB,NY,2011,345103
2024F,TEICB,NY,2012,338765
2024F,TEICB,NY,2013,374484
2024F,TEICB,NY,2014,372313
2024F,TEICB,NY,2015,376219
2024F,TEICB,NY,2016,368562
2024F,TEICB,NY,2017,361833
2024F,TEICB,NY,2018,367397
2024F,TEICB,NY,2019,360512
2024F,TEICB,NY,2020,333450
2024F,TEICB,NY,2021,343536
2024F,TEICB,NY,2022,333816
2024F,TEICB,NY,2023,328634
2024F,TEICB,NY,2024,321950
2024F,TEICB,OH,1960,1556605
2024F,TEICB,OH,1961,1462766
2024F,TEICB,OH,1962,1527238
2024F,TEICB,OH,1963,1581492
2024F,TEICB,OH,1964,1661258
2024F,TEICB,OH,1965,1745816
2024F,TEICB,OH,1966,1828256
2024F,TEICB,OH,1967,1772942
2024F,TEICB,OH,1968,1860020
2024F,TEICB,OH,1969,1908695
2024F,TEICB,OH,1970,1920065
2024F,TEICB,OH,1971,1812724
2024F,TEICB,OH,1972,1935222
2024F,TEICB,OH,1973,2005831
2024F,TEICB,OH,1974,1988567
2024F,TEICB,OH,1975,1814064
2024F,TEICB,OH,1976,1933290
2024F,TEICB,OH,1977,1942813
2024F,TEICB,OH,1978,1934957
2024F,TEICB,OH,1979,2059412
2024F,TEICB,OH,1980,1775780
2024F,TEICB,OH,1981,1717913
2024F,TEICB,OH,1982,1415886
2024F,TEICB,OH,1983,1372701
2024F,TEICB,OH,1984,1493671
2024F,TEICB,OH,1985,1488716
2024F,TEICB,OH,1986,1394750
2024F,TEICB,OH,1987,1459049
2024F,TEICB,OH,1988,1510618
2024F,TEICB,OH,1989,1557687
2024F,TEICB,OH,1990,1593638
2024F,TEICB,OH,1991,1525282
2024F,TEICB,OH,1992,1581510
2024F,TEICB,OH,1993,1538819
2024F,TEICB,OH,1994,1638983
2024F,TEICB,OH,1995,1635857
2024F,TEICB,OH,1996,1636396
2024F,TEICB,OH,1997,1629742
2024F,TEICB,OH,1998,1603687
2024F,TEICB,OH,1999,1641694
2024F,TEICB,OH,2000,1607933
2024F,TEICB,OH,2001,1433659
2024F,TEICB,OH,2002,1318380
2024F,TEICB,OH,2003,1335929
2024F,TEICB,OH,2004,1339089
2024F,TEICB,OH,2005,1329632
2024F,TEICB,OH,2006,1297144
2024F,TEICB,OH,2007,1325322
2024F,TEICB,OH,2008,1322123
2024F,TEICB,OH,2009,1108424
2024F,TEICB,OH,2010,1224247
2024F,TEICB,OH,2011,1212001
2024F,TEICB,OH,2012,1207976
2024F,TEICB,OH,2013,1197794
2024F,TEICB,OH,2014,1227674
2024F,TEICB,OH,2015,1194932
2024F,TEICB,OH,2016,1186893
2024F,TEICB,OH,2017,1178161
2024F,TEICB,OH,2018,1208423
2024F,TEICB,OH,2019,1166939
2024F,TEICB,OH,2020,1086843
2024F,TEICB,OH,2021,1145039
2024F,TEICB,OH,2022,1135214
2024F,TEICB,OH,2023,1127397
2024F,TEICB,OH,2024,1126974
2024F,TEICB,OK,1960,251048
2024F,TEICB,OK,1961,249677
2024F,TEICB,OK,1962,339781
2024F,TEICB,OK,1963,395211
2024F,TEICB,OK,1964,415388
2024F,TEICB,OK,1965,378559
2024F,TEICB,OK,1966,328186
2024F,TEICB,OK,1967,326121
2024F,TEICB,OK,1968,363373
2024F,TEICB,OK,1969,382637
2024F,TEICB,OK,1970,392536
2024F,TEICB,OK,1971,409083
2024F,TEICB,OK,1972,418397
2024F,TEICB,OK,1973,413778
2024F,TEICB,OK,1974,445698
2024F,TEICB,OK,1975,437428
2024F,TEICB,OK,1976,499788
2024F,TEICB,OK,1977,519357
2024F,TEICB,OK,1978,538456
2024F,TEICB,OK,1979,609659
2024F,TEICB,OK,1980,509474
2024F,TEICB,OK,1981,505686
2024F,TEICB,OK,1982,517087
2024F,TEICB,OK,1983,508745
2024F,TEICB,OK,1984,531909
2024F,TEICB,OK,1985,513652
2024F,TEICB,OK,1986,465499
2024F,TEICB,OK,1987,519573
2024F,TEICB,OK,1988,512297
2024F,TEICB,OK,1989,533623
2024F,TEICB,OK,1990,575368
2024F,TEICB,OK,1991,528838
2024F,TEICB,OK,1992,540105
2024F,TEICB,OK,1993,564509
2024F,TEICB,OK,1994,566062
2024F,TEICB,OK,1995,553534
2024F,TEICB,OK,1996,556096
2024F,TEICB,OK,1997,565821
2024F,TEICB,OK,1998,539552
2024F,TEICB,OK,1999,525427
2024F,TEICB,OK,2000,517587
2024F,TEICB,OK,2001,500027
2024F,TEICB,OK,2002,482244
2024F,TEICB,OK,2003,511558
2024F,TEICB,OK,2004,540709
2024F,TEICB,OK,2005,553206
2024F,TEICB,OK,2006,586583
2024F,TEICB,OK,2007,564323
2024F,TEICB,OK,2008,560360
2024F,TEICB,OK,2009,502702
2024F,TEICB,OK,2010,539333
2024F,TEICB,OK,2011,550285
2024F,TEICB,OK,2012,568396
2024F,TEICB,OK,2013,570235
2024F,TEICB,OK,2014,587803
2024F,TEICB,OK,2015,576675
2024F,TEICB,OK,2016,584796
2024F,TEICB,OK,2017,603629
2024F,TEICB,OK,2018,621532
2024F,TEICB,OK,2019,618085
2024F,TEICB,OK,2020,600144
2024F,TEICB,OK,2021,599593
2024F,TEICB,OK,2022,607680
2024F,TEICB,OK,2023,611860
2024F,TEICB,OK,2024,615601
2024F,TEICB,OR,1960,184299
2024F,TEICB,OR,1961,191457
2024F,TEICB,OR,1962,201982
2024F,TEICB,OR,1963,206072
2024F,TEICB,OR,1964,231580
2024F,TEICB,OR,1965,236618
2024F,TEICB,OR,1966,252199
2024F,TEICB,OR,1967,253985
2024F,TEICB,OR,1968,266324
2024F,TEICB,OR,1969,277363
2024F,TEICB,OR,1970,281143
2024F,TEICB,OR,1971,293800
2024F,TEICB,OR,1972,304588
2024F,TEICB,OR,1973,306666
2024F,TEICB,OR,1974,298676
2024F,TEICB,OR,1975,308982
2024F,TEICB,OR,1976,322943
2024F,TEICB,OR,1977,313847
2024F,TEICB,OR,1978,333414
2024F,TEICB,OR,1979,330522
2024F,TEICB,OR,1980,339459
2024F,TEICB,OR,1981,348656
2024F,TEICB,OR,1982,303324
2024F,TEICB,OR,1983,295699
2024F,TEICB,OR,1984,344370
2024F,TEICB,OR,1985,304434
2024F,TEICB,OR,1986,300851
2024F,TEICB,OR,1987,328473
2024F,TEICB,OR,1988,342813
2024F,TEICB,OR,1989,319869
2024F,TEICB,OR,1990,225826
2024F,TEICB,OR,1991,219666
2024F,TEICB,OR,1992,245832
2024F,TEICB,OR,1993,236673
2024F,TEICB,OR,1994,251513
2024F,TEICB,OR,1995,239064
2024F,TEICB,OR,1996,251290
2024F,TEICB,OR,1997,255507
2024F,TEICB,OR,1998,273677
2024F,TEICB,OR,1999,272123
2024F,TEICB,OR,2000,259849
2024F,TEICB,OR,2001,224969
2024F,TEICB,OR,2002,212618
2024F,TEICB,OR,2003,198039
2024F,TEICB,OR,2004,210030
2024F,TEICB,OR,2005,216375
2024F,TEICB,OR,2006,216307
2024F,TEICB,OR,2007,214016
2024F,TEICB,OR,2008,211173
2024F,TEICB,OR,2009,182045
2024F,TEICB,OR,2010,184060
2024F,TEICB,OR,2011,182016
2024F,TEICB,OR,2012,188208
2024F,TEICB,OR,2013,195387
2024F,TEICB,OR,2014,196166
2024F,TEICB,OR,2015,204489
2024F,TEICB,OR,2016,203677
2024F,TEICB,OR,2017,209100
2024F,TEICB,OR,2018,204530
2024F,TEICB,OR,2019,212845
2024F,TEICB,OR,2020,212635
2024F,TEICB,OR,2021,227143
2024F,TEICB,OR,2022,232896
2024F,TEICB,OR,2023,209437
2024F,TEICB,OR,2024,218008
2024F,TEICB,PA,1960,1685056
2024F,TEICB,PA,1961,1607175
2024F,TEICB,PA,1962,1679583
2024F,TEICB,PA,1963,1784921
2024F,TEICB,PA,1964,1968389
2024F,TEICB,PA,1965,2077758
2024F,TEICB,PA,1966,2126013
2024F,TEICB,PA,1967,2044901
2024F,TEICB,PA,1968,2096070
2024F,TEICB,PA,1969,2065781
2024F,TEICB,PA,1970,2109714
2024F,TEICB,PA,1971,1979068
2024F,TEICB,PA,1972,2029065
2024F,TEICB,PA,1973,2113617
2024F,TEICB,PA,1974,2045543
2024F,TEICB,PA,1975,1845685
2024F,TEICB,PA,1976,1935491
2024F,TEICB,PA,1977,1885905
2024F,TEICB,PA,1978,1847436
2024F,TEICB,PA,1979,1996662
2024F,TEICB,PA,1980,1780025
2024F,TEICB,PA,1981,1648369
2024F,TEICB,PA,1982,1287968
2024F,TEICB,PA,1983,1289754
2024F,TEICB,PA,1984,1442088
2024F,TEICB,PA,1985,1324285
2024F,TEICB,PA,1986,1219999
2024F,TEICB,PA,1987,1332747
2024F,TEICB,PA,1988,1390160
2024F,TEICB,PA,1989,1391254
2024F,TEICB,PA,1990,1419768
2024F,TEICB,PA,1991,1326049
2024F,TEICB,PA,1992,1373415
2024F,TEICB,PA,1993,1375232
2024F,TEICB,PA,1994,1403020
2024F,TEICB,PA,1995,1434087
2024F,TEICB,PA,1996,1422333
2024F,TEICB,PA,1997,1420056
2024F,TEICB,PA,1998,1309778
2024F,TEICB,PA,1999,1266085
2024F,TEICB,PA,2000,1283411
2024F,TEICB,PA,2001,1271018
2024F,TEICB,PA,2002,1258482
2024F,TEICB,PA,2003,1267099
2024F,TEICB,PA,2004,1287915
2024F,TEICB,PA,2005,1271750
2024F,TEICB,PA,2006,1265585
2024F,TEICB,PA,2007,1249614
2024F,TEICB,PA,2008,1234128
2024F,TEICB,PA,2009,1053052
2024F,TEICB,PA,2010,1158941
2024F,TEICB,PA,2011,1222601
2024F,TEICB,PA,2012,1223460
2024F,TEICB,PA,2013,1339334
2024F,TEICB,PA,2014,1414333
2024F,TEICB,PA,2015,1369315
2024F,TEICB,PA,2016,1317551
2024F,TEICB,PA,2017,1348163
2024F,TEICB,PA,2018,1395059
2024F,TEICB,PA,2019,1398575
2024F,TEICB,PA,2020,1249201
